WL,Data 1,Data 2,Data 3
582.9,12,8,11
583.02,15,9,4
583.13,12,15,9
583.25,12,8,14
583.37,13,12,7
583.49,13,15,9
583.61,14,10,5
583.73,15,18,11
583.85,19,9,9
583.97,12,7,10
584.08,10,15,16
584.2,9,16,10
584.32,8,12,5
584.44,13,8,15
584.56,16,11,14
584.68,11,7,13
584.79,15,15,12
584.91,19,10,9
585.03,17,6,12
585.15,10,14,9
585.27,12,13,4
585.38,11,15,11
585.5,8,8,8
585.62,21,14,15
585.74,11,7,16
585.85,20,11,5
585.97,17,14,12
586.09,14,11,12
586.21,16,14,13
586.32,11,8,11
586.44,12,12,6
586.56,12,7,9
586.67,13,16,13
586.79,17,11,10
586.91,15,9,4
587.03,9,8,13
587.14,16,13,10
587.26,13,7,11
587.38,11,8,6
587.49,9,10,12
587.61,8,12,9
587.72,8,10,3
587.84,9,11,7
587.96,16,12,12
588.07,15,7,8
588.19,14,14,11
588.31,16,11,12
588.42,12,8,9
588.54,19,19,15
588.65,16,14,16
588.77,23,19,18
588.89,19,22,13
589,21,10,10
589.12,15,12,6
589.23,10,15,9
589.35,13,15,3
589.46,12,8,11
589.58,14,15,8
589.69,14,13,8
589.81,16,11,0
589.92,16,13,12
590.04,11,11,10
590.15,14,15,9
590.27,20,15,17
590.38,14,14,10
590.5,10,9,11
590.61,11,17,8
590.73,13,14,12
590.84,15,6,8
590.96,14,10,13
591.07,12,14,9
591.19,11,16,11
591.3,11,12,16
591.41,15,12,9
591.53,19,12,10
591.64,9,10,9
591.76,10,12,9
591.87,8,12,6
591.98,11,13,8
592.1,14,16,15
592.21,7,10,13
592.33,5,13,10
592.44,10,9,11
592.55,11,10,10
592.67,8,18,8
592.78,13,15,11
592.89,16,11,14
593.01,20,10,14
593.12,19,10,11
593.23,11,12,13
593.35,8,9,10
593.46,15,11,13
593.57,17,17,7
593.69,17,12,11
593.8,13,17,7
593.91,13,15,13
594.02,20,8,9
594.14,18,13,12
594.25,21,19,12
594.36,21,14,15
594.47,23,8,16
594.59,32,9,20
594.7,32,22,16
594.81,39,26,17
594.92,48,22,25
595.03,65,23,25
595.15,63,30,34
595.26,66,30,25
595.37,63,29,27
595.48,47,21,22
595.59,40,24,24
595.71,41,23,15
595.82,30,24,15
595.93,27,17,15
596.04,27,11,11
596.15,24,17,16
596.26,26,18,11
596.37,26,18,12
596.49,23,10,13
596.6,26,13,16
596.71,23,15,17
596.82,25,14,10
596.93,23,13,13
597.04,20,15,16
597.15,19,13,16
597.26,19,20,10
597.37,21,11,9
597.48,22,17,11
597.59,20,12,7
597.7,17,15,14
597.81,20,18,17
597.92,25,19,14
598.03,19,18,12
598.14,21,19,15
598.25,16,11,16
598.36,16,15,10
598.47,18,11,11
598.58,14,12,8
598.69,17,12,12
598.8,15,8,14
598.91,16,14,8
599.02,18,13,12
599.13,19,7,9
599.24,18,15,12
599.35,16,20,12
599.46,14,7,10
599.57,19,9,7
599.68,20,14,17
599.79,17,12,10
599.9,17,12,15
600.01,12,16,11
600.11,12,13,10
600.22,10,16,10
600.33,24,15,11
600.44,19,9,6
600.55,13,10,5
600.66,17,10,12
600.77,16,8,15
600.87,17,16,14
600.98,14,12,10
601.09,13,11,7
601.2,18,13,10
601.31,11,13,13
601.42,14,20,14
601.52,14,13,6
601.63,17,8,14
601.74,22,14,9
601.85,16,10,10
601.95,16,12,14
602.06,13,7,11
602.17,14,9,10
602.28,16,11,7
602.38,11,19,21
602.49,17,16,8
602.6,9,9,12
602.71,15,12,13
602.81,16,13,9
602.92,17,16,14
603.03,16,17,6
603.13,16,15,11
603.24,13,6,8
603.35,14,9,12
603.45,17,16,9
603.56,16,11,18
603.67,10,17,10
603.77,18,13,9
603.88,15,9,13
603.99,16,11,11
604.09,13,14,10
604.2,13,14,8
604.31,12,8,12
604.41,10,9,6
604.52,16,11,8
604.62,18,8,11
604.73,15,14,10
604.83,13,16,10
604.94,14,13,10
605.05,14,9,11
605.15,18,4,13
605.26,4,10,8
605.36,12,16,13
605.47,12,20,8
605.57,12,13,9
605.68,15,12,13
605.78,17,18,7
605.89,14,14,15
605.99,15,10,10
606.1,16,11,11
606.2,16,15,13
606.31,14,11,7
606.41,14,14,13
606.52,21,12,8
606.62,17,16,10
606.73,12,19,14
606.83,17,9,6
606.93,17,16,12
607.04,17,10,16
607.14,9,13,6
607.25,10,9,3
607.35,13,9,10
607.45,17,12,11
607.56,10,11,10
607.66,10,10,6
607.77,13,7,3
607.87,13,15,9
607.97,19,9,2
608.08,18,9,12
608.18,14,9,9
608.28,11,14,8
608.39,17,16,12
608.49,15,5,11
608.59,12,8,7
608.7,16,14,13
608.8,21,11,10
608.9,11,19,11
609.01,9,10,11
609.11,14,14,13
609.21,13,11,11
609.31,9,13,9
609.42,16,12,15
609.52,13,13,7
609.62,16,11,4
609.72,25,18,18
609.83,19,11,9
609.93,24,16,12
610.03,16,11,13
610.13,18,19,8
610.23,19,16,13
610.34,17,14,9
610.44,18,14,9
610.54,13,10,7
610.64,15,7,3
610.74,5,10,13
610.84,11,12,9
610.95,18,11,9
611.05,10,6,6
611.15,13,11,9
611.25,8,6,9
611.35,7,11,10
611.45,7,10,12
611.55,9,9,11
611.65,9,14,11
611.76,15,5,11
611.86,15,10,13
611.96,15,11,14
612.06,14,8,4
612.16,12,13,7
612.26,9,8,7
612.36,10,12,6
612.46,9,12,9
612.56,9,14,7
612.66,19,13,10
612.76,11,10,5
612.86,15,13,11
612.96,8,12,6
613.06,13,13,17
613.16,10,14,6
613.26,8,5,6
613.36,12,7,11
613.46,6,6,5
613.56,10,10,12
613.66,12,13,7
613.76,12,9,10
613.86,9,7,7
613.96,15,10,5
614.06,13,11,6
614.15,11,9,7
614.25,12,7,10
614.35,10,4,16
614.45,10,12,8
614.55,12,7,9
614.65,15,10,14
614.75,15,11,7
614.85,8,15,12
614.94,17,11,5
615.04,15,9,6
615.14,12,7,9
615.24,17,18,12
615.34,9,15,5
615.44,18,10,10
615.53,12,12,4
615.63,7,4,11
615.73,8,5,13
615.83,15,13,16
615.93,6,10,13
616.02,6,3,7
616.12,12,8,14
616.22,11,11,12
616.32,9,9,10
616.41,8,10,9
616.51,12,8,2
616.61,6,9,11
616.71,14,10,13
616.8,17,20,10
616.9,16,11,9
617,10,12,3
617.09,11,15,8
617.19,11,14,14
617.29,8,12,11
617.38,16,10,13
617.48,19,17,20
617.58,19,19,11
617.67,18,14,13
617.77,16,14,10
617.87,15,17,12
617.96,17,8,11
618.06,18,9,15
618.15,14,10,11
618.25,9,14,10
618.35,15,9,9
618.44,9,12,12
618.54,14,13,12
618.63,17,11,9
618.73,12,14,9
618.82,12,7,8
618.92,16,15,10
619.02,8,12,10
619.11,8,9,7
619.21,6,12,4
619.3,11,7,8
619.4,17,9,6
619.49,16,15,12
619.59,11,14,4
619.68,12,6,4
619.78,12,7,8
619.87,10,16,7
619.96,11,9,12
620.06,13,13,10
620.15,8,9,13
620.25,12,11,3
620.34,13,9,9
620.44,9,9,11
620.53,15,3,12
620.62,15,10,6
620.72,13,10,2
620.81,11,4,6
620.91,14,14,12
621,14,10,6
621.09,14,6,8
621.19,12,10,9
621.28,11,10,13
621.37,15,6,8
621.47,12,11,10
621.56,16,7,3
621.65,13,15,11
621.75,10,14,14
621.84,5,13,7
621.93,8,12,13
622.03,11,9,10
622.12,11,14,6
622.21,13,11,11
622.31,10,9,8
622.4,5,12,7
622.49,12,12,11
622.58,15,7,5
622.68,12,9,11
622.77,16,11,10
622.86,12,9,13
622.95,15,13,13
623.04,12,15,10
623.14,7,12,8
623.23,10,9,14
623.32,13,4,8
623.41,13,9,8
623.5,12,9,12
623.6,11,9,11
623.69,11,15,5
623.78,12,15,5
623.87,8,10,8
623.96,8,13,12
624.05,15,7,16
624.14,13,17,10
624.23,12,7,9
624.33,6,14,8
624.42,17,14,13
624.51,11,10,10
624.6,8,13,10
624.69,7,8,6
624.78,12,8,14
624.87,15,4,9
624.96,15,13,9
625.05,15,1,4
625.14,5,7,8
625.23,11,14,10
625.32,11,6,12
625.41,18,8,11
625.5,14,8,6
625.59,9,9,9
625.68,8,16,9
625.77,8,8,9
625.86,18,12,11
625.95,15,9,6
626.04,11,12,18
626.13,13,11,10
626.22,12,13,12
626.31,21,23,24
626.4,10,6,6
626.49,9,7,10
626.58,14,14,12
626.67,15,11,8
626.75,13,16,16
626.84,10,11,9
626.93,15,14,8
627.02,9,10,15
627.11,12,9,5
627.2,11,21,19
627.29,17,24,26
627.37,13,24,24
627.46,16,20,19
627.55,16,22,18
627.64,9,17,20
627.73,5,18,21
627.82,9,16,12
627.9,16,19,16
627.99,14,17,12
628.08,14,13,15
628.17,11,13,19
628.25,16,10,5
628.34,7,10,3
628.43,15,10,8
628.52,14,12,8
628.6,13,8,6
628.69,9,12,10
628.78,11,7,16
628.87,11,11,13
628.95,12,15,6
629.04,8,8,9
629.13,13,12,6
629.21,8,11,6
629.3,11,12,8
629.39,16,6,12
629.47,13,12,10
629.56,11,16,11
629.65,9,7,3
629.73,11,9,7
629.82,16,11,9
629.9,17,9,8
629.99,14,9,10
630.08,16,15,13
630.16,12,12,9
630.25,13,10,10
630.33,20,15,22
630.42,17,14,11
630.5,12,6,11
630.59,17,11,14
630.68,6,14,3
630.76,8,6,10
630.85,16,14,12
630.93,11,10,7
631.02,14,10,4
631.1,11,7,8
631.19,10,8,22
631.27,9,14,7
631.36,11,8,10
631.44,12,8,6
631.52,15,5,11
631.61,12,9,8
631.69,10,15,2
631.78,11,10,7
631.86,11,8,7
631.95,8,10,6
632.03,7,11,6
632.11,10,8,6
632.2,10,6,7
632.28,11,9,7
632.37,10,6,13
632.45,9,10,4
632.53,11,10,15
632.62,10,12,10
632.7,10,12,8
632.78,12,12,8
632.87,14,11,10
632.95,10,14,12
633.03,21,5,8
633.12,9,12,11
633.2,17,12,6
633.28,14,9,5
633.37,7,9,8
633.45,15,15,9
633.53,9,12,9
633.61,19,9,12
633.7,15,15,7
633.78,8,10,6
633.86,14,8,8
633.94,8,15,11
634.03,18,9,13
634.11,6,10,14
634.19,6,7,5
634.27,15,11,11
634.35,12,8,5
634.44,14,12,10
634.52,21,13,15
634.6,25,17,14
634.68,21,22,21
634.76,18,20,16
634.84,15,14,14
634.92,15,16,11
635.01,12,15,9
635.09,16,15,11
635.17,8,10,12
635.25,13,15,14
635.33,19,17,17
635.41,11,12,6
635.49,13,8,12
635.57,9,7,9
635.65,14,16,9
635.73,16,10,10
635.81,9,14,15
635.89,11,12,3
635.97,2,6,3
636.05,16,10,9
636.13,8,16,11
636.21,11,11,11
636.29,10,6,4
636.37,15,5,11
636.45,12,11,8
636.53,9,8,6
636.61,12,12,11
636.69,8,4,14
636.77,10,10,14
636.85,12,10,9
636.93,12,9,11
637.01,13,17,7
637.09,14,10,8
637.17,12,11,9
637.25,7,8,5
637.33,12,12,9
637.41,11,10,8
637.48,13,11,12
637.56,9,12,8
637.64,7,11,6
637.72,14,6,8
637.8,9,11,11
637.88,9,11,4
637.95,11,13,5
638.03,8,7,8
638.11,13,12,10
638.19,9,12,11
638.27,13,13,16
638.34,12,18,14
638.42,7,7,14
638.5,12,5,8
638.58,13,8,9
638.66,13,10,9
638.73,15,13,5
638.81,12,13,12
638.89,19,11,2
638.96,20,12,6
639.04,11,14,18
639.12,27,13,15
639.2,18,18,13
639.27,21,16,16
639.35,16,17,13
639.43,16,14,11
639.5,15,17,11
639.58,20,14,11
639.66,18,14,15
639.73,16,8,11
639.81,13,10,17
639.88,10,10,14
639.96,8,11,13
640.04,14,16,3
640.11,11,12,7
640.19,13,9,9
640.26,13,5,12
640.34,18,12,7
640.42,11,10,10
640.49,15,12,8
640.57,17,7,6
640.64,13,5,9
640.72,10,12,5
640.79,14,6,8
640.87,15,10,9
640.94,10,9,9
641.02,13,3,5
641.09,9,6,10
641.17,8,11,9
641.24,10,9,9
641.32,11,9,6
641.39,12,10,9
641.47,12,11,13
641.54,10,9,11
641.61,9,10,11
641.69,9,12,16
641.76,11,13,13
641.84,11,13,9
641.91,13,7,10
641.98,6,16,14
642.06,15,14,9
642.13,9,14,5
642.2,10,10,15
642.28,3,8,10
642.35,7,6,12
642.43,11,8,7
642.5,10,8,12
642.57,10,15,5
642.64,6,12,2
642.72,13,15,14
642.79,11,12,9
642.86,5,11,11
642.94,6,8,8
643.01,15,7,11
643.08,10,12,12
643.15,12,6,6
643.23,14,2,9
643.3,14,8,8
643.37,10,17,12
643.44,8,11,9
643.52,8,8,7
643.59,9,13,11
643.66,8,8,9
643.73,11,7,7
643.8,8,4,1
643.88,6,13,10
643.95,8,9,2
644.02,15,12,6
644.09,17,8,11
644.16,11,6,6
644.23,11,10,10
644.3,7,10,8
644.37,20,8,16
644.45,14,12,8
644.52,6,11,7
644.59,10,17,7
644.66,10,9,4
644.73,10,12,13
644.8,11,8,12
644.87,8,15,7
644.94,12,9,6
645.01,9,13,9
645.08,16,12,11
645.15,14,7,8
645.22,15,10,9
645.29,14,13,8
645.36,9,14,14
661,0,0,0
661.08,1,0,6
661.15,2,0,6
661.23,6,8,3
661.3,0,4,3
661.38,8,4,8
661.45,0,4,3
661.53,1,5,4
661.6,2,1,3
661.68,3,0,1
661.75,8,5,4
661.83,1,9,8
661.9,3,1,4
661.98,2,3,6
662.05,5,7,5
662.13,2,3,10
662.21,0,2,0
662.28,2,0,1
662.36,4,0,7
662.43,2,1,2
662.51,2,5,6
662.59,7,10,6
662.66,0,0,0
662.74,6,7,7
662.82,1,2,4
662.89,1,5,13
662.97,1,6,6
663.05,0,6,5
663.12,6,5,7
663.2,2,4,5
663.28,2,13,0
663.35,1,4,5
663.43,0,5,9
663.51,0,3,10
663.59,9,9,8
663.66,5,6,5
663.74,0,9,5
663.82,1,0,5
663.9,4,5,7
663.97,6,7,1
664.05,3,5,7
664.13,5,4,0
664.21,4,4,6
664.29,0,3,5
664.36,5,8,11
664.44,0,0,9
664.52,0,4,10
664.6,4,5,6
664.68,0,2,5
664.76,4,8,7
664.83,2,8,3
664.91,3,1,3
664.99,1,2,0
665.07,0,12,4
665.15,4,2,5
665.23,1,2,3
665.31,0,3,1
665.39,4,2,0
665.47,1,6,3
665.55,2,6,1
665.63,8,6,6
665.71,4,3,5
665.79,1,7,8
665.86,0,5,13
665.94,3,0,5
666.02,4,0,6
666.1,5,6,6
666.18,5,1,6
666.26,8,4,4
666.35,8,3,5
666.43,6,9,6
666.51,0,1,6
666.59,0,0,6
666.67,6,0,2
666.75,0,3,2
666.83,0,4,2
666.91,8,8,2
666.99,0,7,3
667.07,0,6,5
667.15,3,2,9
667.23,0,3,0
667.31,9,10,4
667.4,8,11,11
667.48,9,6,9
667.56,11,7,3
667.64,3,5,1
667.72,1,1,3
667.8,3,0,1
667.89,1,9,4
667.97,2,5,6
668.05,3,3,3
668.13,0,3,7
668.21,5,8,4
668.3,5,0,1
668.38,3,4,8
668.46,0,1,3
668.54,1,4,7
668.63,3,5,3
668.71,0,2,5
668.79,7,4,3
668.87,6,2,1
668.96,2,5,4
669.04,0,5,5
669.12,6,8,5
669.21,3,6,6
669.29,2,4,7
669.37,6,3,1
669.46,1,3,6
669.54,0,5,5
669.62,6,5,8
669.71,5,5,3
669.79,3,4,1
669.87,2,6,7
669.96,5,4,6
670.04,4,2,9
670.13,1,0,6
670.21,9,2,2
670.3,2,4,4
670.38,3,7,5
670.46,2,4,8
670.55,5,5,4
670.63,6,4,3
670.72,8,6,6
670.8,3,0,6
670.89,10,10,5
670.97,3,2,6
671.06,1,10,3
671.14,4,0,2
671.23,5,7,2
671.31,1,8,9
671.4,6,5,4
671.48,4,5,2
671.57,5,6,2
671.65,4,7,4
671.74,3,0,7
671.83,2,0,0
671.91,0,6,6
672,6,5,1
672.08,9,6,0
672.17,4,4,0
672.26,2,9,6
672.34,0,2,5
672.43,0,7,3
672.51,5,0,5
672.6,10,5,5
672.69,4,4,0
672.77,3,6,3
672.86,2,2,3
672.95,4,0,2
673.04,5,6,2
673.12,4,5,8
673.21,3,7,9
673.3,7,3,4
673.38,2,2,1
673.47,3,3,5
673.56,4,7,4
673.65,3,6,4
673.73,3,5,4
673.82,5,7,0
673.91,2,7,7
674,1,4,5
674.08,2,8,6
674.17,6,7,8
674.26,10,8,4
674.35,0,5,5
674.44,4,0,0
674.53,0,6,5
674.61,0,5,4
674.7,0,5,2
674.79,7,4,2
674.88,4,0,5
674.97,2,4,0
675.06,6,2,10
675.15,1,17,17
675.23,5,19,22
675.32,7,9,8
675.41,0,8,2
675.5,6,2,0
675.59,6,6,6
675.68,0,2,1
675.77,2,1,2
675.86,0,7,5
675.95,0,5,6
676.04,3,2,1
676.13,5,5,7
676.22,0,2,3
676.31,10,6,9
676.4,1,1,3
676.49,0,7,2
676.58,0,5,7
676.67,4,4,0
676.76,4,6,6
676.85,7,11,2
676.94,0,4,5
677.03,3,5,9
677.12,6,11,0
677.21,1,0,4
677.3,2,0,6
677.39,0,5,5
677.49,2,4,1
677.58,7,4,3
677.67,6,2,4
677.76,3,7,5
677.85,5,3,4
677.94,0,4,9
678.03,6,10,2
678.13,0,5,5
678.22,8,12,6
678.31,5,6,0
678.4,0,3,7
678.49,7,0,4
678.58,0,0,2
678.68,3,2,3
678.77,4,0,1
678.86,7,5,5
678.95,7,10,6
679.05,0,8,2
679.14,4,6,0
679.23,5,5,7
679.32,5,5,8
679.42,4,9,10
679.51,1,4,4
679.6,6,9,0
679.7,5,8,3
679.79,0,3,5
679.88,6,1,9
679.98,0,0,7
680.07,1,2,0
680.16,5,6,1
680.26,3,6,1
680.35,4,5,9
680.44,4,4,4
680.54,0,4,5
680.63,9,2,5
680.72,8,6,3
680.82,0,0,8
680.91,0,4,2
681.01,1,11,8
681.1,6,2,1
681.2,2,2,4
681.29,3,8,0
681.38,5,5,7
681.48,10,1,8
681.57,11,1,0
681.67,14,12,8
681.76,20,23,17
681.86,14,5,9
681.95,8,5,8
682.05,2,7,7
682.14,4,2,3
682.24,3,12,4
682.33,3,7,4
682.43,0,1,6
682.53,5,1,2
682.62,3,5,2
682.72,0,0,4
682.81,3,7,3
682.91,1,5,6
683,5,0,9
683.1,1,5,4
683.2,6,3,2
683.29,0,5,5
683.39,0,2,4
683.49,0,5,9
683.58,5,1,4
683.68,5,5,3
683.78,4,0,5
683.87,3,10,4
683.97,2,8,3
684.07,3,8,2
684.16,6,5,6
684.26,5,8,3
684.36,2,4,1
684.45,7,1,4
684.55,0,5,7
684.65,5,6,0
684.75,5,6,1
684.84,9,9,2
684.94,3,1,4
685.04,1,7,10
685.14,2,2,3
685.23,2,0,6
685.33,4,5,0
685.43,0,0,2
685.53,2,0,5
685.63,0,0,7
685.72,7,9,6
685.82,8,3,0
685.92,7,5,8
686.02,9,8,8
686.12,0,9,5
686.22,9,2,2
686.32,22,13,10
686.41,21,8,14
686.51,13,8,2
686.61,6,3,8
686.71,3,7,1
686.81,4,5,4
686.91,5,8,4
687.01,5,4,1
687.11,0,6,9
687.21,4,6,5
687.31,3,12,2
687.41,2,6,2
687.51,3,5,2
687.61,1,2,4
687.71,2,4,9
687.81,0,0,4
687.91,5,9,4
688.01,0,5,6
688.11,6,7,8
688.21,1,6,2
688.31,6,5,0
688.41,3,5,2
688.51,3,4,4
688.61,3,6,2
688.71,3,0,2
688.81,1,7,5
688.91,0,6,9
689.01,4,0,4
689.12,6,5,8
689.22,1,2,4
689.32,8,7,3
689.42,3,4,1
689.52,2,10,7
689.62,0,1,3
689.72,3,4,6
689.83,0,3,9
689.93,0,4,0
690.03,4,4,4
690.13,2,8,7
690.23,2,4,6
690.33,5,3,10
690.44,2,4,8
690.54,4,5,2
690.64,5,1,10
690.74,1,3,8
690.85,4,5,8
690.95,7,2,1
691.05,6,6,3
691.15,4,3,7
691.26,4,8,4
691.36,0,2,4
691.46,0,3,1
691.57,3,7,7
691.67,4,7,1
691.77,5,7,0
691.88,2,5,2
691.98,0,4,0
692.08,3,0,1
692.19,0,2,5
692.29,5,1,0
692.39,2,5,4
692.5,5,4,3
692.6,2,1,9
692.71,6,2,7
692.81,8,1,7
692.91,3,3,4
693.02,1,3,0
693.12,6,1,1
693.23,0,2,3
693.33,5,8,3
693.44,10,4,3
693.54,6,6,3
693.65,5,5,0
693.75,6,8,8
693.85,6,6,7
693.96,11,5,11
694.06,21,15,19
694.17,12,14,14
694.28,10,9,1
694.38,0,10,3
694.49,2,4,7
694.59,2,6,7
694.7,4,3,2
694.8,0,4,2
694.91,2,3,4
695.01,5,0,0
695.12,1,4,6
695.23,12,6,1
695.33,12,8,10
695.44,0,8,2
695.54,2,3,3
695.65,7,6,9
695.76,4,3,6
695.86,4,1,5
695.97,0,4,2
696.08,0,3,3
696.18,2,3,6
696.29,0,9,8
696.4,9,13,16
696.5,3,0,3
696.61,1,7,6
696.72,1,4,5
696.83,9,3,3
696.93,4,5,5
697.04,0,3,1
697.15,2,0,3
697.26,0,9,9
697.36,1,12,4
697.47,1,4,2
697.58,4,0,4
697.69,3,5,0
697.79,0,5,6
697.9,0,6,0
698.01,5,9,6
698.12,8,9,5
698.23,7,1,4
698.34,6,5,7
698.44,4,1,5
698.55,14,13,13
698.66,16,10,7
698.77,9,6,8
698.88,7,6,3
698.99,6,7,4
699.1,8,5,4
699.21,2,4,7
699.32,1,4,5
699.42,3,6,7
699.53,8,6,9
699.64,8,6,7
699.75,6,13,8
699.86,6,3,6
699.97,10,4,0
700.08,8,4,6
700.19,14,9,13
700.3,16,8,7
700.41,103,37,47
700.52,702,275,274
700.63,1142,622,606
700.74,789,416,417
700.85,244,132,123
700.96,66,37,35
701.07,33,10,13
701.18,16,9,9
701.29,7,4,8
701.4,8,7,7
701.52,7,4,12
701.63,5,9,7
701.74,5,8,4
701.85,3,5,3
701.96,0,0,6
702.07,5,6,8
702.18,4,10,9
702.29,0,1,1
702.4,9,5,2
702.52,10,8,7
702.63,0,2,2
702.74,8,5,6
702.85,5,4,7
702.96,2,1,4
703.07,0,6,6
703.19,6,9,7
703.3,0,10,2
703.41,4,9,10
703.52,6,9,4
703.64,3,2,2
703.75,2,1,6
703.86,11,0,0
703.97,2,5,2
704.09,6,4,0
704.2,0,2,5
704.31,3,6,5
704.42,0,0,4
704.54,4,1,0
704.65,5,8,1
704.76,5,2,5
704.88,0,1,10
704.99,5,0,5
705.1,2,2,5
705.22,14,7,2
705.33,19,13,12
705.45,13,11,10
705.56,2,1,0
705.67,2,6,1
705.79,5,6,10
705.9,7,8,5
706.01,9,10,0
706.13,0,1,5
706.24,2,4,7
706.36,8,8,12
706.47,7,8,5
706.59,4,4,7
706.7,4,8,3
706.82,3,4,4
706.93,2,7,6
707.05,10,9,7
707.16,1,8,7
707.28,4,6,2
707.39,4,9,6
707.51,10,5,2
707.62,9,5,6
707.74,12,11,10
707.85,24,18,19
707.97,271,101,113
708.08,731,362,351
708.2,720,420,403
708.31,344,177,169
708.43,98,61,54
708.55,32,25,20
708.66,19,9,7
708.78,6,13,9
708.89,8,7,7
709.01,8,6,9
709.13,4,8,8
709.24,4,4,7
709.36,2,1,6
709.48,1,6,6
709.59,8,4,2
709.71,7,1,5
709.83,8,7,3
709.94,5,2,4
710.06,8,6,6
710.18,1,1,0
710.3,0,2,6
710.41,3,5,8
710.53,2,6,3
710.65,2,4,6
710.77,7,10,8
710.88,0,8,2
711,5,6,5
711.12,6,8,4
711.24,8,7,6
711.35,6,9,3
711.47,0,5,7
711.59,4,5,3
711.71,6,1,2
711.83,5,2,1
711.94,6,0,1
712.06,9,7,3
712.18,14,11,7
712.3,10,5,3
712.42,6,2,3
712.54,9,6,5
712.66,4,5,8
712.78,3,7,5
712.89,1,6,7
713.01,4,4,1
713.13,6,5,7
713.25,7,0,0
713.37,8,6,3
713.49,5,6,6
713.61,0,0,4
713.73,2,6,0
713.85,8,12,0
713.97,8,5,2
714.09,12,7,7
714.21,64,28,31
714.33,115,69,65
714.45,92,50,52
714.57,38,19,17
714.69,10,9,11
714.81,3,5,6
714.93,3,3,6
715.05,4,6,2
715.17,8,4,2
715.29,9,1,4
715.41,12,7,8
715.53,2,1,0
715.65,6,3,0
715.78,6,5,7
715.9,0,1,4
716.02,9,7,11
716.14,4,6,3
716.26,1,6,3
716.38,2,4,10
716.5,5,11,5
716.62,1,3,6
716.75,0,4,4
716.87,1,4,12
716.99,2,11,4
717.11,0,4,0
717.23,9,0,6
717.36,2,7,11
717.48,4,8,4
717.6,4,8,6
717.72,9,6,0
717.85,4,3,4
717.97,0,8,6
718.09,5,1,3
718.21,10,5,2
718.34,1,3,4
718.46,2,4,2
718.58,10,5,6
718.7,6,1,4
718.83,0,1,0
718.95,3,3,6
719.07,5,7,6
719.2,7,5,8
719.32,13,8,4
719.44,6,0,7
719.57,4,10,8
719.69,3,2,6
719.82,3,9,7
719.94,4,0,0
720.06,0,5,2
720.19,0,6,3
720.31,3,2,2
720.44,4,2,0
720.56,5,8,8
720.68,6,5,4
720.81,1,6,0
720.93,7,3,9
721.06,0,3,0
721.18,5,7,5
721.31,6,4,2
721.43,8,0,4
721.56,8,3,5
721.68,3,8,6
721.81,3,4,7
721.93,7,1,6
722.06,2,5,4
722.18,6,10,4
722.31,3,6,3
722.43,3,2,3
722.56,0,0,2
722.68,3,7,3
722.81,0,7,2
722.94,1,6,3
723.06,3,6,4
723.19,2,3,5
723.31,0,4,5
723.44,2,4,8
723.57,7,1,8
723.69,8,1,5
723.82,3,5,3
723.95,3,2,0
724.07,5,10,4
724.2,8,3,0
724.33,12,8,4
724.45,33,12,16
724.58,166,78,63
724.71,287,152,155
724.83,214,126,114
724.96,89,50,53
725.09,36,11,20
725.21,16,9,13
725.34,9,6,8
725.47,9,8,2
725.6,6,2,5
725.72,3,5,6
725.85,2,5,8
725.98,2,7,7
726.11,8,4,4
726.24,3,7,0
726.36,5,6,0
726.49,9,4,4
726.62,4,0,8
726.75,7,3,9
726.88,14,11,7
727.01,42,25,23
727.13,55,34,30
727.26,37,22,24
727.39,19,10,11
727.52,9,9,9
727.65,8,0,2
727.78,3,8,7
727.91,7,4,7
728.04,6,3,6
728.17,5,2,4
728.29,7,9,0
728.42,4,2,10
728.55,7,4,8
728.68,7,9,4
728.81,6,4,0
728.94,6,6,4
729.07,6,13,5
729.2,0,8,1
729.33,7,10,10
729.46,0,5,6
729.59,7,6,7
729.72,5,1,4
729.85,8,8,5
729.98,3,4,4
730.11,4,5,3
730.24,0,3,6
730.37,0,2,5
730.51,2,8,7
730.64,6,0,9
730.77,3,5,5
730.9,8,5,1
731.03,1,6,6
731.16,8,4,14
731.29,9,9,6
731.42,7,3,3
731.55,2,5,10
731.69,8,10,11
731.82,15,15,13
731.95,12,11,3
732.08,6,6,12
732.21,5,5,7
732.34,7,7,3
732.48,4,0,3
732.61,1,5,10
732.74,3,9,7
732.87,6,8,5
733,9,3,6
733.14,5,6,2
733.27,17,15,6
733.4,18,12,12
733.53,21,13,12
733.67,10,3,8
733.8,13,10,9
733.93,7,7,11
734.07,18,16,13
734.2,81,32,35
734.33,627,244,231
734.47,1245,671,655
734.6,1045,594,585
734.73,480,264,243
734.87,170,97,98
735,63,36,42
735.13,42,22,25
735.27,14,17,11
735.4,13,7,10
735.53,4,8,8
735.67,9,10,9
735.8,3,8,10
735.94,6,1,6
736.07,4,3,6
736.2,7,1,2
736.34,11,5,0
736.47,2,6,2
736.61,4,2,8
736.74,6,7,6
736.88,8,3,4
737.01,6,10,10
737.15,11,6,9
737.28,2,5,6
737.42,3,7,6
737.55,4,3,0
737.69,0,7,0
737.82,0,1,7
737.96,2,6,3
738.09,5,2,4
738.23,5,5,6
738.36,7,11,5
738.5,8,0,0
738.64,4,4,0
738.77,5,4,10
738.91,5,3,6
739.04,6,1,9
739.18,7,5,0
739.32,8,9,8
