WL,Data,Data,data
530.56,15,13,10
530.7,11,8,17
530.85,12,14,15
530.99,12,9,17
531.13,17,9,11
531.27,12,11,11
531.42,11,14,6
531.56,15,13,13
531.7,13,14,9
531.85,14,11,11
531.99,11,17,12
532.13,13,15,15
532.27,10,21,15
532.42,13,20,15
532.56,12,14,10
532.7,16,12,18
532.84,15,14,15
532.98,6,13,5
533.13,12,17,20
533.27,20,16,15
533.41,18,21,17
533.55,20,20,16
533.69,15,21,16
533.84,20,11,21
533.98,10,21,16
534.12,15,14,22
534.26,14,16,18
534.4,17,21,12
534.55,14,19,16
534.69,22,18,19
534.83,22,24,26
534.97,24,25,22
535.11,21,28,23
535.25,29,25,24
535.39,25,25,26
535.54,29,21,24
535.68,28,27,18
535.82,30,35,32
535.96,32,30,28
536.1,30,31,38
536.24,37,39,37
536.38,44,41,35
536.52,44,49,44
536.66,45,59,53
536.8,59,63,55
536.94,60,65,62
537.09,69,68,72
537.23,63,64,64
537.37,62,69,60
537.51,67,67,60
537.65,64,63,56
537.79,66,65,63
537.93,63,74,65
538.07,69,71,65
538.21,64,75,64
538.35,65,62,69
538.49,68,64,66
538.63,71,68,62
538.77,65,57,65
538.91,67,58,66
539.05,68,59,71
539.19,57,61,55
539.33,58,60,52
539.47,55,61,52
539.61,47,49,52
539.75,51,55,50
539.89,46,51,48
540.02,48,48,49
540.16,61,57,61
540.3,96,99,95
540.44,99,107,100
540.58,70,80,65
540.72,51,55,54
540.86,45,47,56
541,42,38,34
541.14,31,35,31
541.28,29,24,30
541.42,26,25,26
541.56,20,26,26
541.69,23,25,25
541.83,26,29,34
541.97,20,24,17
542.11,22,20,21
542.25,25,22,17
542.39,18,22,21
542.53,26,24,21
542.66,26,25,23
542.8,22,25,30
542.94,24,26,23
543.08,20,27,20
543.22,32,36,30
543.35,27,30,29
543.49,26,26,24
543.63,24,27,25
543.77,32,27,31
543.91,23,22,26
544.04,20,19,27
544.18,22,24,23
544.32,18,19,25
544.46,16,24,23
544.59,18,27,24
544.73,12,23,17
544.87,16,24,23
545.01,21,23,25
545.14,18,28,19
