WL,Data,Data,Data
560.67,28,30,27
560.81,28,31,32
560.94,30,32,37
561.07,27,33,32
561.2,27,28,32
561.33,24,33,28
561.46,30,35,35
561.59,33,35,37
561.72,26,35,32
561.85,27,30,28
561.98,28,33,28
562.11,28,32,31
562.24,32,33,36
562.37,23,33,32
562.49,31,38,34
562.62,28,30,30
562.75,36,28,34
562.88,25,36,31
563.01,30,30,30
563.14,24,33,32
563.27,24,30,27
563.4,26,30,33
563.53,28,31,34
563.66,27,34,31
563.79,32,34,29
563.92,27,38,30
564.05,29,27,27
564.17,27,31,29
564.3,26,31,29
564.43,22,31,36
564.56,25,33,36
564.69,30,24,32
564.82,29,34,33
564.95,28,34,33
565.07,35,35,27
565.2,26,30,34
565.33,26,29,30
565.46,33,28,34
565.59,27,35,32
565.71,26,31,26
565.84,22,39,33
565.97,31,34,38
566.1,33,30,35
566.23,31,37,35
566.35,27,35,37
566.48,24,32,30
566.61,32,33,36
566.74,32,28,37
566.86,27,29,31
566.99,25,35,30
567.12,29,42,35
567.25,33,38,40
567.37,36,38,37
567.5,32,35,33
567.63,26,36,35
567.75,25,30,34
567.88,32,36,31
568.01,35,30,32
568.14,28,35,37
568.26,36,39,25
568.39,30,37,33
568.52,33,39,34
568.64,26,35,30
568.77,26,37,30
568.9,32,37,39
569.02,35,38,36
569.15,30,35,35
569.27,35,39,28
569.4,36,29,37
569.53,33,36,29
569.65,30,42,30
569.78,32,33,31
569.91,31,41,34
570.03,37,41,38
570.16,35,37,35
570.28,29,36,41
570.41,30,35,30
570.53,33,40,35
570.66,37,39,35
570.79,34,36,34
570.91,34,31,34
571.04,27,38,32
571.16,29,38,41
571.29,30,36,37
571.41,33,37,32
571.54,33,47,40
571.66,34,41,34
571.79,33,37,36
571.91,34,36,30
572.04,37,40,36
572.16,28,36,41
572.29,34,37,38
572.41,36,44,39
572.54,34,41,37
572.66,32,35,37
572.79,34,37,39
572.91,35,36,40
573.03,35,37,38
573.16,32,36,36
573.28,31,39,40
573.41,38,38,36
573.53,35,40,34
573.66,30,40,36
573.78,33,34,34
573.9,24,35,39
574.03,30,39,45
574.15,30,41,34
574.27,30,35,32
574.4,36,37,30
574.52,29,37,33
574.65,35,41,36
574.77,35,40,31
574.89,33,34,36
575.02,33,34,36
575.14,27,38,31
575.26,31,38,33
575.39,35,31,37
575.51,33,40,37
575.63,37,38,38
575.75,40,40,43
575.88,35,43,44
576,35,49,37
576.12,39,43,44
576.25,37,40,39
576.37,37,41,42
576.49,30,29,39
576.61,31,39,42
576.74,38,41,39
576.86,31,39,39
576.98,30,33,34
577.1,35,33,35
577.23,30,40,33
577.35,34,35,29
577.47,37,37,40
577.59,31,34,40
577.71,33,37,36
577.84,26,32,32
577.96,36,37,34
578.08,34,42,42
578.2,35,38,30
578.32,32,41,42
578.44,32,34,34
578.57,26,38,32
578.69,28,39,36
578.81,23,40,34
578.93,28,33,36
579.05,33,35,35
579.17,28,36,32
579.29,33,37,31
579.41,30,29,35
579.54,28,31,29
579.66,33,36,35
579.78,32,33,33
579.9,32,33,34
580.02,30,35,39
580.14,29,37,28
580.26,33,39,28
580.38,32,38,34
580.5,28,39,38
580.62,38,35,40
580.74,32,43,33
580.86,33,38,35
580.98,29,40,38
581.1,26,36,39
